1082,905 Ashburton Parkway,206,1-(800)-604-89-02,dep1082@detective.org
1083,579 Fillmore Square,415,1-(800)-456-74-97,dep1083@police.com
1084,1321 Whitecliff Loop,383,1-(800)-813-61-88,dep1084@detective.org
1085,1136 Santa Barbara Concession road,171,1-(800)-757-65-74,dep1085@police.com
1086,573 Grafton Thruway,314,1-(800)-916-66-75,dep1086@police.org
1087,421 Naples Terrace,466,1-(800)-580-98-18,dep1087@detective.org
1088,807 Crisp Concession road,558,1-(800)-335-54-27,dep1088@detective.org
1089,645 Megan Place,133,1-(800)-406-56-98,dep1089@police.com
1090,563 Exposition Crescent,248,1-(800)-659-54-81,dep1090@police.com
1091,306 Avenue D Esplanade,61,1-(800)-681-78-63,dep1091@police.org
1092,861 Jennifer Crescent,479,1-(800)-899-37-15,dep1092@police.com
1093,1091 Virgil Road,430,1-(800)-444-74-69,dep1093@detective.com
1094,1246 Blair Extension,303,1-(800)-766-97-30,dep1094@detective.com
1095,449 Larch Drung,562,1-(800)-878-91-41,dep1095@police.org
1096,897 Brighton Drive,143,1-(800)-442-04-74,dep1096@detective.org
1097,1334 Acacia Stravenue,176,1-(800)-658-57-90,dep1097@detective.org
1098,251 Jason Annex,164,1-(800)-335-03-74,dep1098@detective.org
1099,1247 Glenbrook Spur,241,1-(800)-307-45-61,dep1099@detective.com
1100,667 Cyril Magnin Thruway,500,1-(800)-558-77-81,dep1100@police.org
1101,1184 Morgan Grove,574,1-(800)-463-02-50,dep1101@police.org
1102,729 Van Keuren Nene,326,1-(800)-385-75-38,dep1102@detective.com
1103,585 Brush Run,393,1-(800)-270-60-31,dep1103@detective.com
1104,561 Glenbrook Green,345,1-(800)-617-49-23,dep1104@detective.org
1105,1111 Hotaling Highway,130,1-(800)-184-80-67,dep1105@detective.com
1106,577 Ohlone Trace,135,1-(800)-320-44-90,dep1106@police.org
1107,148 Kohler Gardens,364,1-(800)-625-15-41,dep1107@detective.org
1108,804 Hayward Turnpike,463,1-(800)-005-05-00,dep1108@police.org
1109,682 Lily Wynd,372,1-(800)-449-07-08,dep1109@detective.org
1110,929 Santa Ana Loop,172,1-(800)-512-20-01,dep1110@detective.com
1111,869 Harding Extension,252,1-(800)-134-65-01,dep1111@detective.org
1112,1081 Central Magazine Plaza,270,1-(800)-338-39-39,dep1112@police.com
1113,718 Shrader Mews,553,1-(800)-643-57-39,dep1113@police.com
1114,1151 Moscow Wynd,215,1-(800)-404-50-58,dep1114@detective.com
1115,182 Sloan Extension,574,1-(800)-941-90-12,dep1115@police.org
1116,439 Iris Boulevard,533,1-(800)-083-49-30,dep1116@police.com
1117,441 Dewey Townline,415,1-(800)-538-77-26,dep1117@police.org
1118,913 Joost Annex,109,1-(800)-466-62-44,dep1118@detective.org
1119,283 Mandalay Road,114,1-(800)-621-37-36,dep1119@detective.com
1120,1205 Oak Access Bend,89,1-(800)-066-16-11,dep1120@detective.com
1121,574 Pinar Run,488,1-(800)-074-68-38,dep1121@detective.com
1122,1168 Santa Barbara Path,69,1-(800)-562-67-29,dep1122@police.org
1123,575 Kezar Sideline,393,1-(800)-896-41-22,dep1123@detective.com
1124,1156 Westwood Bypass,289,1-(800)-182-15-59,dep1124@police.org
1125,1181 Alviso Ferry,474,1-(800)-406-33-56,dep1125@police.org
1126,1299 Reed Townline,87,1-(800)-099-06-55,dep1126@police.com
1127,609 Isadora Duncan Walk,178,1-(800)-741-35-62,dep1127@detective.org
1128,504 San Benito Brae,442,1-(800)-058-34-91,dep1128@police.org
1129,1193 Belvedere Plaza,483,1-(800)-457-47-44,dep1129@police.org
1130,534 Zampa Bay,89,1-(800)-470-12-85,dep1130@police.org
1131,1286 Calhoun Point,543,1-(800)-435-06-77,dep1131@detective.com
1132,378 Nelson Rising Line,110,1-(800)-073-18-99,dep1132@detective.com
1133,595 Lapu-Lapu Close,75,1-(800)-080-41-43,dep1133@police.org
1134,488 Museum High Street,407,1-(800)-136-71-41,dep1134@police.org
1135,436 Coventry Crescent,252,1-(800)-173-44-03,dep1135@detective.com
1136,994 Cashmere Place,177,1-(800)-037-97-50,dep1136@detective.com
1137,794 Colin Bypass,297,1-(800)-522-12-48,dep1137@police.org
1138,34 Sea View Path,266,1-(800)-793-07-34,dep1138@detective.org
1139,256 Ashwood Mall,573,1-(800)-140-11-31,dep1139@detective.com
1140,459 Meade Crescent,113,1-(800)-846-08-55,dep1140@detective.org
1141,1036 Elwood Cove,282,1-(800)-595-63-50,dep1141@detective.org
1142,1194 El Camino Del Mar Lane,379,1-(800)-750-71-41,dep1142@police.org
1143,788 Beachmont Run,82,1-(800)-828-29-27,dep1143@detective.com
1144,1240 Brush High Street,90,1-(800)-780-02-14,dep1144@detective.com
1145,381 Homestead Walk,271,1-(800)-053-92-75,dep1145@police.org
1146,467 Athens Hill,488,1-(800)-165-01-76,dep1146@police.com
1147,580 Devonshire Boulevard,93,1-(800)-970-80-70,dep1147@police.com
1148,1064 Harold Line,573,1-(800)-149-09-12,dep1148@detective.com
1149,1368 Moneta Field,464,1-(800)-607-63-23,dep1149@detective.com
1150,1148 Crespi Wynd,562,1-(800)-454-20-34,dep1150@detective.com
1151,1148 Coventry Place,419,1-(800)-108-65-82,dep1151@police.com
1152,359 Gilbert Freeway,599,1-(800)-987-65-16,dep1152@detective.org
1153,1376 Long Trace,134,1-(800)-031-99-25,dep1153@detective.org
1154,1259 Pagoda Close,379,1-(800)-331-07-13,dep1154@detective.com
1155,435 Sears Side road,292,1-(800)-026-65-37,dep1155@detective.org
1156,735 Cotter Brae,97,1-(800)-671-49-49,dep1156@police.com
1157,629 Miraloma Point,584,1-(800)-955-04-59,dep1157@detective.org
1158,1243 Howard Concession road,146,1-(800)-570-56-48,dep1158@police.org
1159,1157 Whitecliff Plantation,518,1-(800)-228-41-57,dep1159@detective.com
1160,8 Flora High Street,308,1-(800)-372-02-01,dep1160@police.org
1161,53 Linda Vista Close,375,1-(800)-675-89-06,dep1161@police.com
1162,596 Brumiss Bay,511,1-(800)-905-18-88,dep1162@police.com
1163,769 Castle Boulevard,81,1-(800)-691-45-43,dep1163@police.org
1164,535 Richland Park,359,1-(800)-046-82-42,dep1164@detective.com
1165,48 Cosgrove Wynd,583,1-(800)-147-94-06,dep1165@police.com
1166,4 Timothy Pflueger Point,129,1-(800)-543-54-12,dep1166@detective.com
1167,279 Quane Promenade,56,1-(800)-551-56-44,dep1167@detective.org
1168,1118 Harris Path,595,1-(800)-389-02-62,dep1168@detective.org
1169,112 Palos Court,255,1-(800)-960-01-55,dep1169@detective.org
1170,1382 La Playa Arcade,254,1-(800)-850-80-08,dep1170@police.com
1171,495 Wanda High Street,597,1-(800)-820-01-94,dep1171@detective.org
1172,463 Grote Parade,401,1-(800)-479-34-53,dep1172@detective.org
1173,390 Candlewood Ferry,457,1-(800)-966-15-55,dep1173@police.org
1174,6 Lundeen Field,201,1-(800)-745-01-18,dep1174@police.org
1175,790 Dock Drive,177,1-(800)-257-98-85,dep1175@police.com
1176,866 Alert Green,102,1-(800)-058-21-40,dep1176@detective.org
1177,25 Malta Park,107,1-(800)-930-82-43,dep1177@police.com
1178,470 Fratessa Alley,167,1-(800)-776-87-97,dep1178@police.com
1179,1216 Cleveland Promenade,381,1-(800)-169-16-71,dep1179@police.org
1180,1100 Paul Expressway,580,1-(800)-791-42-61,dep1180@detective.com
1181,616 Pilgrim Pike,480,1-(800)-684-97-36,dep1181@police.org
1182,622 Velasco Freeway,134,1-(800)-466-14-22,dep1182@police.com
1183,857 Nahua Highway,85,1-(800)-986-17-12,dep1183@detective.com
1184,1312 Nichols Hill,341,1-(800)-753-08-74,dep1184@detective.com
1185,902 Amazon Route,294,1-(800)-867-86-35,dep1185@police.com
1186,447 La Avanzada Side road,177,1-(800)-896-39-77,dep1186@detective.org
1187,303 Vulcan Lane,497,1-(800)-044-27-64,dep1187@detective.com
1188,87 Blackstone Square,306,1-(800)-587-65-53,dep1188@detective.org
1189,156 Merriam Loop,65,1-(800)-972-22-52,dep1189@police.org
1190,66 Battery Cranston Square,291,1-(800)-895-79-69,dep1190@detective.com
1191,684 Seville Crescent,274,1-(800)-913-75-07,dep1191@police.com
1192,957 Recycle Pike,184,1-(800)-461-97-43,dep1192@detective.com
1193,1308 Alder Ferry,508,1-(800)-299-40-36,dep1193@police.org
1194,162 San Aleso Close,383,1-(800)-704-91-06,dep1194@police.com
1195,396 Brewster Field,103,1-(800)-480-85-19,dep1195@police.com
1196,418 Oakdale Avenue,334,1-(800)-764-76-83,dep1196@detective.org
1197,1277 Van Ness Heights,559,1-(800)-299-06-64,dep1197@police.com
1198,1173 Russian Hill Loop,599,1-(800)-659-87-10,dep1198@detective.com
1199,334 Hyde Court,535,1-(800)-052-47-81,dep1199@detective.com
1200,134 Thornton Field,59,1-(800)-947-12-32,dep1200@detective.com
1201,863 Gambier Grove,61,1-(800)-584-52-00,dep1201@detective.com
1202,1313 Belle Row,340,1-(800)-420-72-52,dep1202@detective.org
1203,649 Russ Parkway,596,1-(800)-549-57-60,dep1203@detective.org
1204,243 Crags Point,327,1-(800)-693-67-51,dep1204@police.com
1205,373 Morningside Hill,282,1-(800)-231-10-31,dep1205@detective.org
1206,1119 Elmira Close,91,1-(800)-049-90-58,dep1206@detective.org
1207,1177 Cargo Boulevard,194,1-(800)-394-63-85,dep1207@police.org
1208,505 R Loop,309,1-(800)-202-83-19,dep1208@police.org
1209,491 Mendell Lane,365,1-(800)-121-44-03,dep1209@police.com
1210,653 Legion Ferry,593,1-(800)-564-75-71,dep1210@detective.com
1211,1289 Rock Crescent,357,1-(800)-884-97-89,dep1211@police.com
1212,773 Winfield Parade,55,1-(800)-309-83-14,dep1212@detective.org
1213,556 Parsons Ferry,417,1-(800)-730-32-69,dep1213@detective.com
1214,1375 Scotia Gardens,293,1-(800)-059-83-61,dep1214@police.org
1215,508 Santa Rosa Mews,151,1-(800)-337-82-40,dep1215@detective.org
1216,790 Ashwood Stravenue,61,1-(800)-582-46-21,dep1216@detective.com
1217,99 Royal Turnpike,427,1-(800)-609-96-28,dep1217@police.org
1218,332 Delano Private,220,1-(800)-791-62-63,dep1218@police.com
1219,546 Taraval Gate,583,1-(800)-825-39-47,dep1219@police.org
1220,377 Orsi Mall,168,1-(800)-808-29-81,dep1220@police.org
1221,1354 Marne Cove,351,1-(800)-077-47-10,dep1221@detective.com
1222,431 Horne Manor,503,1-(800)-343-19-71,dep1222@detective.com
1223,328 Lathrop Freeway,373,1-(800)-916-93-71,dep1223@detective.org
1224,897 Redfield Street,264,1-(800)-453-13-75,dep1224@police.org
1225,84 Coldspring Pike,358,1-(800)-060-99-92,dep1225@detective.org
1226,811 Clipper Cove Sideline,197,1-(800)-236-21-46,dep1226@detective.org
1227,739 Todd Esplanade,478,1-(800)-661-85-94,dep1227@detective.com
1228,980 Selby Road,579,1-(800)-432-87-32,dep1228@detective.org
1229,1297 Rainey Spur,297,1-(800)-574-24-08,dep1229@police.com
1230,1097 Reuel Square,233,1-(800)-050-04-68,dep1230@detective.com
1231,874 Salinas Glen,280,1-(800)-621-76-69,dep1231@detective.com
1232,1011 Ritch Private,304,1-(800)-203-36-67,dep1232@police.org
1233,1256 Berry Extension Court,86,1-(800)-549-53-26,dep1233@detective.org
1234,513 Taraval Drung,376,1-(800)-841-15-90,dep1234@police.org
1235,573 Old Decatur Bypass,399,1-(800)-085-59-12,dep1235@police.com
1236,75 Hollis Brae,504,1-(800)-031-65-99,dep1236@detective.org
1237,1138 Shotwell Trace,329,1-(800)-580-15-04,dep1237@police.org
1238,550 Whitfield Townline,513,1-(800)-001-49-84,dep1238@detective.org
1239,83 Stanley Private,582,1-(800)-421-79-39,dep1239@detective.com
1240,1084 Clinton Highway,58,1-(800)-131-79-72,dep1240@police.org
1241,1237 Miles Grove,426,1-(800)-941-94-84,dep1241@police.org
1242,975 Pollock Cove,70,1-(800)-309-27-48,dep1242@detective.org
1243,292 Cranleigh Crescent,193,1-(800)-568-15-03,dep1243@detective.com
1244,441 Manor Loop,90,1-(800)-990-12-69,dep1244@police.org
1245,1152 Chase Parkway,188,1-(800)-631-96-71,dep1245@police.org
1246,622 Leo Square,85,1-(800)-837-30-86,dep1246@detective.org
1247,761 Woodward Extension,534,1-(800)-189-57-50,dep1247@detective.org
1248,7 Lindsay High Street,99,1-(800)-929-93-59,dep1248@police.com
1249,570 Hansen Green,527,1-(800)-813-69-53,dep1249@detective.org
1250,511 Houston Promenade,170,1-(800)-463-56-97,dep1250@detective.org
1251,1213 Calhoun Gate,560,1-(800)-824-16-95,dep1251@detective.org
1252,423 San Benito Park,421,1-(800)-542-18-96,dep1252@detective.org
1253,393 Hiliritas Road,600,1-(800)-815-32-38,dep1253@detective.com
1254,194 Vernon Lane,79,1-(800)-017-26-92,dep1254@police.org
1255,1339 Catalina Townline,235,1-(800)-212-96-25,dep1255@police.org
1256,983 Cleveland Park,542,1-(800)-168-70-62,dep1256@police.org
1257,1125 Ney Park,564,1-(800)-010-77-97,dep1257@detective.org
1258,1024 Clarkson Square,191,1-(800)-907-57-95,dep1258@police.com
1259,1302 Red Rock Parade,112,1-(800)-125-63-63,dep1259@police.com
1260,1272 Edgewood Road,521,1-(800)-013-09-37,dep1260@detective.org
1261,219 Spencer Green,364,1-(800)-049-61-79,dep1261@detective.org
1262,190 Gold Mine Bend,560,1-(800)-111-07-39,dep1262@police.org
1263,380 Delmar Avenue,133,1-(800)-219-24-41,dep1263@detective.org
1264,682 De Soto Plaza,246,1-(800)-812-74-55,dep1264@detective.com
1265,1133 Hunter Wynd,255,1-(800)-744-30-58,dep1265@detective.org
1266,1023 Palos Highway,556,1-(800)-944-45-10,dep1266@detective.com
1267,434 Claude Lane,270,1-(800)-948-70-75,dep1267@detective.com
1268,1027 Douglass High Street,366,1-(800)-656-37-23,dep1268@detective.org
1269,1120 Federal Townline,86,1-(800)-164-24-18,dep1269@police.com
1270,1329 Byxbee Terrace,185,1-(800)-311-77-80,dep1270@detective.org
1271,362 Security Pacific Trail,583,1-(800)-684-63-87,dep1271@police.org
1272,1219 John Muir Point,510,1-(800)-712-50-95,dep1272@detective.org
1273,894 Balmy Court,186,1-(800)-162-14-61,dep1273@detective.org
1274,1232 Vernon Viaduct,208,1-(800)-640-38-70,dep1274@detective.com
1275,1151 D Annex,258,1-(800)-649-28-26,dep1275@detective.org
1276,259 Dashiell Hammett Viaduct,469,1-(800)-599-24-32,dep1276@police.com
1277,1108 Commercial Alley,230,1-(800)-469-94-65,dep1277@detective.com
1278,866 Bayview Park Expressway,218,1-(800)-707-33-94,dep1278@police.com
1279,520 Downey Square,480,1-(800)-180-14-45,dep1279@police.com
1280,605 Fernwood Crescent,158,1-(800)-082-88-36,dep1280@police.com
1281,178 Fanning Green,234,1-(800)-494-63-99,dep1281@police.com
1282,1191 Taylor Drive,436,1-(800)-815-64-83,dep1282@detective.com
1283,1239 Lincoln Wynd,514,1-(800)-221-98-30,dep1283@detective.org
1284,783 North Point Mall,218,1-(800)-543-16-02,dep1284@detective.com
1285,61 Jeopardy Green,355,1-(800)-416-89-23,dep1285@police.com
1286,1347 Gaven Run,511,1-(800)-341-83-25,dep1286@detective.org
1287,224 Ingerson Boulevard,250,1-(800)-565-37-14,dep1287@police.com
1288,444 Santa Clara Mall,299,1-(800)-476-79-17,dep1288@detective.org
1289,1127 Wyman Private,361,1-(800)-929-41-38,dep1289@detective.com
1290,696 Rock Garden,537,1-(800)-436-19-76,dep1290@police.com
1291,731 Diamond Cove Mall,189,1-(800)-642-67-28,dep1291@detective.com
1292,588 Woodland Row,88,1-(800)-454-88-56,dep1292@police.com
1293,820 State Walk,108,1-(800)-178-83-92,dep1293@police.org
1294,462 China Basin Trace,116,1-(800)-866-59-07,dep1294@detective.org
1295,1137 Quane High Street,182,1-(800)-882-05-51,dep1295@police.org
1296,487 Sibley Wynd,597,1-(800)-092-18-97,dep1296@detective.com
1297,1115 Corona Highway,463,1-(800)-072-40-80,dep1297@detective.org
1298,967 Lusk Field,341,1-(800)-697-92-28,dep1298@detective.org
1299,338 Marsily Park,574,1-(800)-443-55-78,dep1299@police.org
1300,1371 Fair Parkway,191,1-(800)-748-38-41,dep1300@detective.org
1301,350 Cypress Freeway,223,1-(800)-824-69-55,dep1301@detective.com
1302,127 Habitat Street,436,1-(800)-637-87-10,dep1302@police.org
1303,491 Arnold Side road,199,1-(800)-647-30-98,dep1303@detective.com
1304,1197 Ambrose Bierce Loop,208,1-(800)-392-91-17,dep1304@police.com
1305,1178 Oxford Esplanade,351,1-(800)-633-60-18,dep1305@police.org
1306,148 Tulip Trail,111,1-(800)-292-68-87,dep1306@detective.org
1307,882 Anzavista Hill,450,1-(800)-385-91-20,dep1307@police.com
1308,385 Delmar Run,51,1-(800)-558-31-51,dep1308@detective.com
1309,182 Chenery Row,445,1-(800)-396-80-39,dep1309@detective.org
1310,994 Crestlake Terrace,511,1-(800)-898-83-61,dep1310@detective.com
1311,2 Coleman Line,275,1-(800)-004-32-85,dep1311@detective.com
1312,300 Croaker Highway,426,1-(800)-538-79-09,dep1312@police.com
1313,892 Cielito Manor,216,1-(800)-836-43-30,dep1313@police.org
1314,916 Madison Crescent,223,1-(800)-172-75-86,dep1314@police.com
1315,1005 Mersey Nene,100,1-(800)-658-13-32,dep1315@detective.com
1316,761 Van Dyke Nene,315,1-(800)-701-79-91,dep1316@detective.org
1317,807 Lake Merced Hill,479,1-(800)-942-20-23,dep1317@detective.com
1318,552 Federal Lane,417,1-(800)-934-50-89,dep1318@detective.com
1319,1000 Lansing Bay,305,1-(800)-264-38-76,dep1319@police.com
1320,602 Stigwood Drung,88,1-(800)-346-04-05,dep1320@police.com
1321,1266 Bonita Thruway,202,1-(800)-271-46-50,dep1321@police.com
1322,800 Jack Kerouac Plaza,408,1-(800)-374-06-01,dep1322@detective.com
1323,301 Conservatory Access Drive,350,1-(800)-956-78-52,dep1323@police.com
1324,1077 San Buenaventura Bay,272,1-(800)-074-02-23,dep1324@detective.org
1325,39 Lapu-Lapu Drung,503,1-(800)-150-23-11,dep1325@detective.org
1326,363 Derby Highway,388,1-(800)-966-14-63,dep1326@detective.com
1327,193 Hulbert Annex,515,1-(800)-774-12-61,dep1327@detective.org
1328,757 Spofford Manor,203,1-(800)-344-76-89,dep1328@detective.org
1329,522 Saint Germain Viaduct,275,1-(800)-978-12-83,dep1329@detective.org
1330,867 Osceola Field,567,1-(800)-812-87-56,dep1330@police.com
1331,1055 Sibert Line,350,1-(800)-528-01-25,dep1331@police.org
1332,392 Beideman Drung,554,1-(800)-980-23-56,dep1332@police.org
1333,1124 Elmira Cove,489,1-(800)-597-58-75,dep1333@detective.org
1334,898 Dudley Run,320,1-(800)-785-08-22,dep1334@detective.org
1335,396 Robert C Levy Extension,169,1-(800)-152-27-58,dep1335@detective.com
1336,651 Saint Francis Row,552,1-(800)-425-35-26,dep1336@detective.com
1337,548 Alviso Heights,92,1-(800)-350-45-38,dep1337@police.com
1338,1003 United Nations Concession road,515,1-(800)-340-10-17,dep1338@detective.com
1339,363 Maxwell Circle,212,1-(800)-419-89-80,dep1339@police.org
1340,1054 Santa Fe Plaza,290,1-(800)-279-53-10,dep1340@police.org
1341,1324 Marina Green Turnpike,83,1-(800)-397-83-37,dep1341@police.org
1342,1014 Bernice Bend,124,1-(800)-644-85-88,dep1342@detective.com
1343,755 Keystone Terrace,248,1-(800)-734-29-72,dep1343@detective.com
1344,673 Mansfield Terrace,547,1-(800)-917-70-16,dep1344@detective.org
1345,1066 Cottage Circle,445,1-(800)-071-63-70,dep1345@police.org
1346,37 San Diego Walk,169,1-(800)-552-50-78,dep1346@detective.org
1347,188 Stanford Heights Lane,315,1-(800)-227-09-41,dep1347@police.org
1348,411 Piedmont Private,113,1-(800)-707-96-66,dep1348@police.org
1349,251 Jessie East Line,589,1-(800)-436-43-24,dep1349@police.com
1350,578 Gateview 3 Field,292,1-(800)-993-76-54,dep1350@police.com
1351,144 Isis Court,503,1-(800)-640-39-33,dep1351@police.com
1352,923 Kansas Private,169,1-(800)-229-44-08,dep1352@police.org
1353,162 Boardman Pike,204,1-(800)-531-44-11,dep1353@police.com
1354,494 Congo Gardens,86,1-(800)-840-60-89,dep1354@detective.com
1355,1158 Juri Bend,320,1-(800)-073-35-61,dep1355@detective.com
1356,1256 Nordhoff Parade,219,1-(800)-626-40-51,dep1356@police.com
1357,1357 Pulaski Private,486,1-(800)-394-89-39,dep1357@detective.org
1358,1095 Edgehill Manor,568,1-(800)-065-21-99,dep1358@detective.com
1359,894 Campus Park,337,1-(800)-655-19-70,dep1359@detective.com
1360,1079 Yerba Buena Bay,57,1-(800)-518-91-08,dep1360@detective.org
1361,917 Trenton Viaduct,358,1-(800)-602-89-78,dep1361@detective.com
1362,118 Palmetto Trace,306,1-(800)-070-10-60,dep1362@detective.com
1363,520 D Hill,350,1-(800)-138-93-94,dep1363@police.org
1364,89 Freelon Alley,222,1-(800)-598-28-56,dep1364@detective.com
1365,958 Fillmore Path,263,1-(800)-552-52-74,dep1365@police.org
1366,20 Delta Concession road,170,1-(800)-427-12-34,dep1366@police.com
1367,193 Mint Field,144,1-(800)-620-95-18,dep1367@detective.org
1368,1256 Fielding Boulevard,338,1-(800)-708-91-29,dep1368@detective.com
1369,501 San Anselmo Parkway,463,1-(800)-013-88-83,dep1369@detective.org
1370,592 Exposition Boulevard,296,1-(800)-720-67-62,dep1370@detective.com
1371,1274 Wabash Glen,322,1-(800)-217-47-33,dep1371@detective.com
1372,569 Vienna Concession road,163,1-(800)-366-75-87,dep1372@police.org
1373,1078 Long Spur,179,1-(800)-518-41-83,dep1373@police.org
